timestamps,words,terms,,,,,Marker
53004.581583617,1,A,337.82427978515625,250.7418670654297,359.12548828125,290.37152099609375,0
53004.582688726,1,A,347.077880859375,290.706787109375,409.05926513671875,283.39776611328125,0
53004.607026634,1,A,338.71832275390625,245.37745666503906,333.5103759765625,296.71942138671875,0
53004.608222223,1,A,326.3354797363281,252.03826904296875,350.8106384277344,270.2996520996094,0
53004.611227054,1,A,311.76214599609375,292.0032043457031,357.0691223144531,304.58721923828125,0
53004.612341969,1,A,299.91571044921875,256.8662414550781,262.923583984375,251.926513671875,0
53004.615699796,1,A,343.36749267578125,227.6301727294922,332.0798645019531,289.209228515625,0
53004.617213978,1,A,303.1790466308594,244.03634643554688,298.1499328613281,285.0517883300781,0
53004.620556737,1,A,345.6473693847656,241.97998046875,355.1468811035156,280.6708679199219,0
53004.621407291,1,A,251.3677215576172,240.46006774902344,274.36767578125,249.7360382080078,0
53004.655760683,1,A,359.2819519042969,254.36285400390625,416.48004150390625,300.74273681640625,0
53004.656482002,1,A,326.5589904785156,266.7904357910156,378.5715026855469,256.70977783203125,0
53004.65824697,1,A,325.6649169921875,229.3289031982422,406.3323669433594,236.28028869628906,0
53004.658891006,1,A,362.41119384765625,281.6319885253906,327.5201110839844,302.7543640136719,0
53004.661151184,1,A,346.3626403808594,280.3355712890625,393.99420166015625,255.14515686035156,0
53004.661829731,1,A,291.7349548339844,191.64385986328125,362.7017517089844,275.35113525390625,0
53004.66365056,1,A,303.3578796386719,232.27932739257812,367.172119140625,240.03538513183594,0
53004.664300716,1,A,317.0371398925781,212.5203857421875,299.6698303222656,266.5445556640625,0
53004.756617939,1,A,312.298583984375,220.34349060058594,378.30328369140625,269.718505859375,0
53004.75775423,1,A,258.922607421875,210.46401977539062,312.6785583496094,182.859619140625,0
53004.76059181,1,A,381.8125,261.8283386230469,427.9688415527344,288.04693603515625,0
53004.761634058,1,A,316.8136291503906,209.4805450439453,317.50653076171875,275.97698974609375,0
53004.764439791,1,A,380.11376953125,262.8117980957031,371.10601806640625,347.5025634765625,0
53004.765464671,1,A,405.10302734375,279.4862060546875,401.2361755371094,369.9437255859375,0
53004.806969266,1,A,376.31396484375,272.914794921875,344.32861328125,326.5813293457031,0
53004.808235758,1,A,362.1876525878906,309.1693420410156,360.51129150390625,319.1158447265625,0
53004.811458749,1,A,336.0361328125,246.80796813964844,377.0962829589844,332.0798645019531,0
53004.812587129,1,A,314.2655334472656,248.77491760253906,362.7464599609375,302.9779052734375,0
53004.815913127,1,A,333.84564208984375,278.7709655761719,365.0263366699219,323.2732849121094,0
53004.817354513,1,A,351.19061279296875,244.97511291503906,355.3703918457031,322.0662841796875,0
53004.821972192,1,A,373.0506286621094,239.25306701660156,356.6667785644531,330.7834777832031,0
53004.823215639,1,A,359.2819519042969,290.4385681152344,400.16326904296875,390.3285217285156,0
53004.826808638,1,A,319.7193603515625,234.96153259277344,413.1719970703125,252.0606231689453,0
53004.828143512,1,A,344.8874206542969,309.43756103515625,361.9418029785156,358.58905029296875,0
53004.831917625,1,A,486.1951599121094,337.0643005371094,443.5256652832031,424.07965087890625,0
53004.832692379,1,A,453.025146484375,353.42578125,470.25836181640625,430.5616455078125,0
53004.85591192,1,A,409.9757080078125,292.5843200683594,439.0106201171875,390.1050109863281,0
53004.856743562,1,A,412.4790954589844,328.3471374511719,424.7948913574219,400.56561279296875,0
53004.858727175,1,A,469.65484619140625,336.885498046875,430.1146240234375,351.7940979003906,0
53004.859514615,1,A,399.8280029296875,297.14410400390625,403.96307373046875,371.10601806640625,0
53004.862389033,1,A,416.3235778808594,290.39385986328125,399.6715393066406,383.6676940917969,0
53004.863207789,1,A,411.6297302246094,332.5939636230469,447.5489807128906,344.86505126953125,0
53004.865151275,1,A,409.43927001953125,326.8719177246094,415.8988952636719,417.95526123046875,0
53004.865941029,1,A,358.83489990234375,271.8866271972656,402.71136474609375,328.8612060546875,0
53004.907390984,1,A,475.55572509765625,332.2810363769531,457.96490478515625,397.0787353515625,0
53004.908659242,1,A,432.77447509765625,344.7532958984375,448.3536376953125,421.8891906738281,0
53004.912290647,1,A,394.4635925292969,372.067138671875,399.1798095703125,385.6346435546875,0
53004.91426398,1,A,370.9942626953125,321.4627990722656,426.22540283203125,379.6443786621094,0
53004.918042649,1,A,391.557861328125,326.82720947265625,422.82794189453125,383.0418395996094,0
53004.91924758,1,A,431.9698181152344,349.5812683105469,410.6239013671875,320.3228454589844,0
53004.922494425,1,A,441.67047119140625,309.66107177734375,418.7599182128906,389.255615234375,0
53004.923705554,1,A,427.7677001953125,329.9117431640625,412.546142578125,377.27508544921875,0
53004.927008535,1,A,414.3119201660156,348.3742980957031,448.5771484375,362.6123352050781,0
53004.927839457,1,A,394.1506652832031,286.8622741699219,339.5900573730469,305.7048034667969,0
53004.930221987,1,A,488.7432556152344,392.72015380859375,414.8260192871094,363.1934814453125,0
53004.931041644,1,A,476.315673828125,359.5054626464844,448.21954345703125,392.07196044921875,0
53004.955310116,1,A,476.8968200683594,369.8766784667969,358.58905029296875,344.5968322753906,0
53004.955906234,1,A,437.3789367675781,360.5783386230469,366.2780456542969,355.9068298339844,0
53004.957195662,1,A,471.53240966796875,327.0954284667969,425.241943359375,377.0068664550781,0
53004.957665802,1,A,431.92510986328125,340.41705322265625,403.51605224609375,336.684326171875,0
53004.959025257,1,A,424.3255310058594,331.07403564453125,443.2574462890625,407.852294921875,0
53004.959593314,1,A,443.9056396484375,347.16729736328125,432.2156677246094,384.1147155761719,0
53004.96133955,1,A,445.827880859375,327.7659912109375,440.1282043457031,389.56854248046875,0
53004.961870038,1,A,346.94378662109375,276.1334533691406,370.2119445800781,350.4977111816406,0
53005.006958879,1,A,450.4323425292969,405.01361083984375,454.8356628417969,445.7608337402344,0
53005.00826646,1,A,405.46063232421875,316.85833740234375,379.15264892578125,371.77655029296875,0
53005.013505261,1,A,97.96769714355469,118.33013153076172,158.54092407226562,86.85887908935547,0
53005.016598957,1,A,76.46531677246094,155.25521850585938,162.56423950195312,147.65562438964844,0
53005.017601424,1,A,107.48954010009766,182.3455352783203,209.14527893066406,87.03768920898438,0
53005.021174759,1,A,63.18838119506836,98.92881774902344,190.2803955078125,144.34756469726562,0
53005.022376682,1,A,72.0843734741211,107.19896697998047,155.27757263183594,185.87710571289062,0
53005.025279492,1,A,98.59354400634766,149.26495361328125,169.9403076171875,194.99661254882812,0
53005.026469065,1,A,61.936683654785156,187.88876342773438,183.79840087890625,159.09971618652344,0
53005.029932998,1,A,25.726858139038086,82.65675354003906,64.618896484375,145.73336791992188,0
53005.030997948,1,A,126.26500701904297,154.36114501953125,185.3183135986328,123.7839584350586,0
53005.055689276,1,A,170.3426513671875,151.09779357910156,199.71282958984375,210.24050903320312,0
53005.056590602,1,A,103.28741455078125,118.1960220336914,199.1763916015625,88.7364273071289,0
53005.058414775,1,A,58.98625183105469,117.48076629638672,159.61380004882812,154.00352478027344,0
53005.059103337,1,A,82.54499053955078,140.9947967529297,166.76637268066406,147.1191864013672,0
53005.107196259,1,A,94.16790008544922,191.4650421142578,172.3990020751953,66.9211196899414,0
53005.108568126,1,A,92.24565124511719,159.27853393554688,185.81005859375,72.82198333740234,0
53005.111908523,1,A,108.0259780883789,154.0482177734375,182.45729064941406,209.43585205078125,0
53005.113107722,1,A,75.4371337890625,151.18719482421875,187.46408081054688,210.6875457763672,0
53005.116299356,1,A,63.5460090637207,68.21752166748047,74.00662231445312,82.52264404296875,0
53005.117478674,1,A,147.23094177246094,104.74027252197266,190.32510375976562,202.73031616210938,0
53005.121262903,1,A,138.96080017089844,120.43119812011719,134.35633850097656,158.29505920410156,0
53005.12284779,1,A,80.2651138305664,113.68096923828125,169.44857788085938,152.2153778076172,0
53005.127183812,1,A,81.15918731689453,75.32537841796875,216.43194580078125,149.22024536132812,0
53005.129095018,1,A,107.62364959716797,145.37574768066406,201.05393981933594,174.43301391601562,0
53005.132459337,1,A,0.7376075387001038,35.53927230834961,165.6934814453125,172.8236846923828,0
53005.133138902,1,A,84.69075775146484,77.56055450439453,207.40184020996094,198.6175994873047,0
53005.155219382,1,A,120.76647186279297,98.5264892578125,258.8555603027344,270.3219909667969,0
53005.15588143,1,A,66.98817443847656,79.97454071044922,189.87806701660156,176.39996337890625,0
53005.157209315,1,A,73.5595932006836,102.63921356201172,201.2774658203125,168.08511352539062,0
53005.157678318,1,A,124.61097717285156,70.0950698852539,266.00811767578125,192.49322509765625,0
53005.159030883,1,A,108.6518325805664,91.55274200439453,201.81390380859375,210.1063995361328,0
53005.159558935,1,A,86.07656860351562,71.70439910888672,203.55734252929688,116.3184814453125,0
53005.160874555,1,A,131.18238830566406,75.012451171875,227.4290008544922,177.4281463623047,0
53005.16139581,1,A,98.1465072631836,72.15142822265625,201.45626831054688,159.9043731689453,0
53005.162748277,1,A,51.83369445800781,1.0728837251663208,139.18431091308594,112.69749450683594,0
53005.163315645,1,A,125.37093353271484,195.13072204589844,283.6659851074219,239.5212860107422,0
53005.207059586,1,A,83.4837646484375,96.33602142333984,209.81582641601562,234.15687561035156,0
53005.211165823,1,A,85.49542236328125,67.01052856445312,216.8789825439453,210.7322540283203,0
53005.2154186,1,A,80.62274169921875,82.70145416259766,211.69337463378906,239.78952026367188,0
53005.21667991,1,A,102.79566955566406,75.23596954345703,205.5242919921875,170.6332244873047,0
53005.219996792,1,A,62.56253433227539,85.02603912353516,220.32115173339844,226.11024475097656,0
53005.22119173,1,A,40.97074890136719,61.333187103271484,219.96351623535156,146.67214965820312,0
53005.224865629,1,A,65.15533447265625,66.9211196899414,181.74203491210938,172.95779418945312,0
53005.226148302,1,A,73.91722106933594,79.16987609863281,202.93148803710938,214.88966369628906,0
53005.22972705,1,A,43.29533004760742,40.322547912597656,142.44766235351562,172.10842895507812,0
53005.231656169,1,A,142.58177185058594,134.2445831298828,241.82351684570312,259.9507751464844,0
53005.255839958,1,A,105.25436401367188,29.012563705444336,232.2122802734375,216.36488342285156,0
53005.256713689,1,A,84.19902038574219,47.92213821411133,193.3649444580078,192.71673583984375,0
53005.258730097,1,A,51.02903366088867,62.00373840332031,133.4175567626953,166.56520080566406,0
53005.259650884,1,A,72.0396728515625,73.58193969726562,167.83924865722656,156.90924072265625,0
53005.262357276,1,A,77.76171875,87.9317626953125,229.2618408203125,137.6420440673828,0
53005.263115236,1,A,70.29623413085938,65.17768859863281,192.33676147460938,177.4281463623047,0
53005.264994038,1,A,67.9716567993164,75.05715942382812,196.851806640625,274.4347229003906,0
53005.265674849,1,A,58.047481536865234,120.34178924560547,239.4989471435547,240.59417724609375,0
53005.267573514,1,A,22.99994468688965,33.12528610229492,145.53221130371094,159.32322692871094,0
53005.268251754,1,A,122.24169158935547,164.86647033691406,237.62139892578125,262.18597412109375,0
53005.306663499,1,A,34.62285232543945,60.483821868896484,193.9460906982422,221.639892578125,0
53005.307758814,1,A,51.073734283447266,81.62857055664062,218.443603515625,128.88015747070312,0
53005.310756525,1,A,53.53242874145508,64.10480499267578,198.01409912109375,186.19003295898438,0
53005.312247948,1,A,114.01625061035156,74.9677505493164,200.1598663330078,183.37371826171875,0
53005.315479603,1,A,79.19223022460938,129.41659545898438,219.60589599609375,229.50770568847656,0
53005.316525961,1,A,79.81807708740234,107.82481384277344,229.7535858154297,196.5612335205078,0
53005.319278038,1,A,139.58663940429688,117.57017517089844,190.7721405029297,183.01608276367188,0
53005.320302347,1,A,113.39039611816406,77.56055450439453,166.6769561767578,157.44569396972656,0
53005.323512608,1,A,44.63643264770508,63.031917572021484,174.85769653320312,182.5690460205078,0
53005.325135456,1,A,166.81106567382812,110.73054504394531,261.35894775390625,235.67678833007812,0
53005.357703031,1,A,105.56729125976562,62.98721694946289,228.3230743408203,164.15121459960938,0
53005.359382791,1,A,19.64718246459961,65.40120697021484,176.82464599609375,138.3572998046875,0
53005.362378181,1,A,66.3623275756836,45.016414642333984,188.26873779296875,176.4893798828125,0
53005.363501095,1,A,82.8132095336914,76.6664810180664,196.4941864013672,177.4281463623047,0
53005.3663422,1,A,128.0978546142578,61.69081497192383,176.64584350585938,193.8790283203125,0
53005.36752541,1,A,83.21554565429688,110.59642791748047,174.0977325439453,177.02581787109375,0
53005.370363225,1,A,92.96090698242188,64.95417022705078,221.03640747070312,160.8878631591797,0
53005.371476112,1,A,63.18838119506836,112.07164764404297,230.0218048095703,212.6097869873047,0
53005.374338775,1,A,46.20105743408203,-8.314848899841309,157.06570434570312,155.56814575195312,0
53005.375467724,1,A,175.5729522705078,154.31643676757812,279.9555969238281,231.74288940429688,0
53005.405913785,1,A,92.73738861083984,93.74321746826172,183.08314514160156,202.59620666503906,0
53005.406699346,1,A,70.3856430053711,56.5946159362793,207.9382781982422,163.03363037109375,0
53005.408394651,1,A,65.82588958740234,35.271053314208984,216.1190185546875,156.41751098632812,0
53005.409030966,1,A,112.13870239257812,104.87438201904297,215.00143432617188,210.0616912841797,0
53005.410725074,1,A,72.44200134277344,66.9211196899414,195.8683319091797,204.16082763671875,0
53005.411359746,1,A,85.94245910644531,88.11058044433594,158.94325256347656,200.9868927001953,0
53005.412994256,1,A,62.786048889160156,121.59349060058594,203.64674377441406,187.97816467285156,0
53005.413672926,1,A,66.22821807861328,79.30398559570312,243.6563720703125,166.52049255371094,0
53005.415398197,1,A,38.28853988647461,33.61702346801758,183.3513641357422,128.56723022460938,0
53005.416102014,1,A,122.15228271484375,164.06179809570312,299.2228088378906,229.15008544921875,0
53005.457044171,1,A,93.09501647949219,73.80545806884766,210.4863739013672,221.81871032714844,0
53005.458466008,1,A,80.57804107666016,65.98235321044922,195.73422241210938,209.2570343017578,0
53005.464054535,1,A,112.40692138671875,6.660820007324219,225.90908813476562,198.70700073242188,0
53005.465302003,1,A,110.75289154052734,79.97454071044922,248.6184539794922,153.55648803710938,0
53005.468633838,1,A,93.54205322265625,78.36521911621094,196.00244140625,162.05014038085938,0
53005.46976703,1,A,73.38077545166016,76.75588989257812,208.65353393554688,191.554443359375,0
53005.47347868,1,A,79.72867584228516,48.41387939453125,189.38633728027344,215.9178466796875,0
53005.474836695,1,A,47.363346099853516,85.607177734375,142.0453338623047,249.62428283691406,0
53005.477493397,1,A,-15.087427139282227,24.676326751708984,149.33200073242188,256.77685546875,0
53005.478394337,1,A,156.9315948486328,154.22703552246094,283.0401306152344,201.34451293945312,0
53005.505223078,1,A,84.3331298828125,30.979516983032227,165.067626953125,211.62631225585938,0
53005.505985461,1,A,53.75594711303711,106.5731201171875,198.68466186523438,230.4464874267578,0
53005.507303107,1,A,58.36040496826172,98.70530700683594,239.0072021484375,170.67791748046875,0
53005.507784521,1,A,75.30302429199219,83.05908203125,200.60690307617188,205.3231201171875,0
53005.509093141,1,A,77.49349975585938,97.27479553222656,207.40184020996094,173.09190368652344,0
53005.509639752,1,A,55.767601013183594,62.80840301513672,236.8167266845703,174.65652465820312,0
53005.511349891,1,A,120.9452896118164,85.24954986572266,229.038330078125,223.29393005371094,0
53005.511864252,1,A,82.76850891113281,68.93277740478516,238.47076416015625,215.9178466796875,0
53005.513178854,1,A,77.62760925292969,14.528634071350098,187.77700805664062,154.5399627685547,0
53005.513658234,1,A,111.0658187866211,111.08817291259766,260.50958251953125,243.99163818359375,0
53005.557147885,1,A,77.8064193725586,62.76369857788086,187.7322998046875,154.4505615234375,0
53005.559039973,1,A,51.118438720703125,102.86272430419922,169.6273956298828,241.57765197753906,0
53005.563226609,1,A,73.64899444580078,92.89385223388672,165.5593719482422,180.42327880859375,0
53005.564606955,1,A,46.96101379394531,107.15426635742188,222.37750244140625,227.54075622558594,0
53005.568041026,1,A,61.713165283203125,55.16410446166992,204.5408172607422,194.7283935546875,0
53005.569356937,1,A,76.33120727539062,77.3817367553711,172.66722106933594,185.7429962158203,0
53005.574512441,1,A,81.7850341796875,92.17859649658203,210.39697265625,187.3970184326172,0
53005.576411978,1,A,103.55563354492188,50.649051666259766,209.45819091796875,180.37857055664062,0
53005.580742846,1,A,59.38858413696289,28.96786117553711,174.85769653320312,179.48451232910156,0
53005.581930028,1,A,152.01422119140625,170.81202697753906,294.75244140625,202.37269592285156,0
53005.605997957,1,A,67.43521118164062,39.65199279785156,231.40760803222656,189.855712890625,0
53005.606967295,1,A,71.63734436035156,19.088390350341797,206.91009521484375,160.35140991210938,0
53005.609035662,1,A,50.09025955200195,51.31960678100586,230.6029510498047,195.04132080078125,0
53005.609948913,1,A,58.13688659667969,92.08918762207031,260.7778015136719,227.2725372314453,0
53005.612337415,1,A,106.90839385986328,88.15528106689453,187.1064453125,183.10548400878906,0
53005.613099051,1,A,94.43611907958984,58.2486457824707,198.77406311035156,182.79257202148438,0
53005.615031345,1,A,84.46723937988281,48.771507263183594,232.12286376953125,236.07913208007812,0
53005.615736557,1,A,95.7325210571289,64.50713348388672,200.1598663330078,222.22103881835938,0
53005.617582049,1,A,32.43238067626953,16.048553466796875,167.168701171875,189.45338439941406,0
53005.618342405,1,A,149.4661102294922,174.5224151611328,284.113037109375,230.13356018066406,0
53005.656096355,1,A,51.967803955078125,43.809417724609375,198.99757385253906,214.30853271484375,0
53005.656934824,1,A,60.37206268310547,29.459598541259766,264.75640869140625,247.29969787597656,0
53005.658933377,1,A,88.3564453125,63.38954544067383,215.58258056640625,225.84202575683594,0
53005.659705362,1,A,94.39141845703125,67.36815643310547,279.2850341796875,237.91197204589844,0
53005.661577532,1,A,85.58483123779297,82.65675354003906,202.03741455078125,243.41049194335938,0
53005.662512936,1,A,45.664615631103516,74.47601318359375,184.73716735839844,210.0616912841797,0
53005.664403012,1,A,77.5829086303711,98.30297088623047,155.0987548828125,189.90042114257812,0
53005.665191998,1,A,71.10089874267578,92.26799774169922,198.28231811523438,129.86363220214844,0
53005.668133574,1,A,33.32645034790039,38.310890197753906,157.33392333984375,142.42530822753906,0
53005.668891032,1,A,147.7673797607422,105.0531997680664,195.8683319091797,224.54562377929688,0
53005.706763254,1,A,47.05042266845703,65.40120697021484,146.0686492919922,150.24842834472656,0
53005.707895702,1,A,61.132022857666016,117.61487579345703,224.61268615722656,154.1823272705078,0
53005.710939546,1,A,89.83165740966797,77.78407287597656,220.18704223632812,188.51461791992188,0
53005.712362402,1,A,45.75402069091797,81.04742431640625,221.7516632080078,220.4329071044922,0
53005.715636909,1,A,58.18159103393555,70.85502624511719,187.24057006835938,238.76133728027344,0
53005.716793798,1,A,64.17185974121094,76.26415252685547,130.95887756347656,191.956787109375,0
53005.719803549,1,A,104.98614501953125,58.2486457824707,170.7002716064453,186.458251953125,0
53005.721020527,1,A,56.30404281616211,40.76958084106445,185.00538635253906,231.8769989013672,0
53005.72414258,1,A,45.664615631103516,-49.12913513183594,125.41564178466797,208.09474182128906,0
53005.725297895,1,A,122.01817321777344,150.874267578125,215.6272735595703,247.21029663085938,0
53005.755692469,1,A,76.82294464111328,121.81700897216797,162.6536407470703,161.69252014160156,0
53005.756483152,1,A,44.14469528198242,66.42938232421875,220.9022979736328,184.93833923339844,0
53005.758214768,1,A,76.8676528930664,70.27388763427734,162.96656799316406,188.73812866210938,0
53005.758836456,1,A,85.40601348876953,74.29719543457031,229.2618408203125,198.12586975097656,0
53005.760464384,1,A,111.0658187866211,36.74626922607422,171.72845458984375,243.14227294921875,0
53005.761232849,1,A,91.5303955078125,68.35163116455078,221.03640747070312,128.29901123046875,0
53005.763371486,1,A,106.28254699707031,54.76177215576172,247.09854125976562,170.0073699951172,0
53005.764058775,1,A,103.33211517333984,100.26992797851562,172.8907470703125,201.61273193359375,0
53005.765764409,1,A,-12.092293739318848,81.04742431640625,134.08811950683594,163.52536010742188,0
53005.76650978,1,A,141.77711486816406,184.35719299316406,317.8194580078125,211.22398376464844,0
53005.807217695,1,A,139.67605590820312,84.5790023803711,201.0092315673828,207.37948608398438,0
53005.808552335,1,A,13.522805213928223,31.962993621826172,190.32510375976562,205.8595733642578,0
53005.813872249,1,A,21.927061080932617,72.64317321777344,201.7244873046875,159.32322692871094,0
53005.815662997,1,A,74.14073944091797,92.8491439819336,234.134521484375,226.2890625,0
53005.819154582,1,A,47.408050537109375,98.88411712646484,215.09083557128906,203.31146240234375,0
53005.820557428,1,A,63.59071350097656,87.70824432373047,253.98287963867188,141.26303100585938,0
53005.825720931,1,A,96.71599578857422,99.73348236083984,222.10928344726562,228.4795379638672,0
53005.827242254,1,A,75.79476165771484,59.85797119140625,159.1220703125,191.73326110839844,0
53005.831164997,1,A,64.52948760986328,17.300251007080078,121.6158447265625,212.3862762451172,0
53005.832066788,1,A,140.88304138183594,173.3154296875,271.9983825683594,260.7554626464844,0
53005.856623465,1,A,66.85406494140625,76.5323715209961,208.60882568359375,192.49322509765625,0
53005.857506567,1,A,60.5955810546875,48.14565658569336,162.60894775390625,162.89952087402344,0
53005.859591107,1,A,125.50504302978516,136.70326232910156,204.36199951171875,197.58941650390625,0
53005.860464811,1,A,109.45648956298828,74.38660430908203,213.5709228515625,226.06553649902344,0
53005.862734639,1,A,59.969730377197266,59.41093826293945,237.57669067382812,189.7663116455078,0
53005.863522122,1,A,100.69461059570312,107.15426635742188,138.60316467285156,171.7508087158203,0
53005.865406019,1,A,108.47301483154297,120.3864974975586,200.20457458496094,192.00148010253906,0
53005.866190646,1,A,115.58087158203125,71.48088073730469,196.44947814941406,214.39793395996094,0
53005.868074094,1,A,7.040799617767334,51.7219352722168,173.29307556152344,198.43878173828125,0
53005.86882917,1,A,181.8761444091797,204.65257263183594,301.1450500488281,260.0401916503906,0
53005.905762075,1,A,69.31275939941406,55.65584182739258,198.14820861816406,145.10752868652344,0
53005.906673717,1,A,52.191322326660156,38.355594635009766,192.7390899658203,172.466064453125,0
53005.908542368,1,A,132.38938903808594,70.8103256225586,212.63214111328125,226.78079223632812,0
